date,interest_income,interest_expense,average_earning_assets,net_income,total_assets,shareholder_equity,operating_expenses,operating_income,market_share,stock_price,roa,roe,cost_income_ratio,net_interest_margin,asset_growth,income_growth
2022-02-17,2280812.5,764512,52658571,2397744.5,86166160,23270209,842055,3433819,22,88,0.027826985675118862,0.10303923355394015,0.2452240493747632,0.028794942042768307,0.04475530078411194,0.7398094567776718
2022-02-18,2347449.0,1732725,54834357,3417324.0,93569332,28604008,1320756,4518500,27,69,0.03652183815953714,0.11947011062225965,0.29229965696580723,0.011210562749919726,0.08591739494947892,0.42522441402743283
2022-02-22,2421909.0,768799,57102173,1416366.0,82442266,27323988,1225069,3999430,14,90,0.017180095462198966,0.05183599114448447,0.3063108993031507,0.02895003662995452,-0.1189178736468911,-0.5855335929516781
2022-02-23,2989436.0,2212647,54892472,3971502.0,84437677,23324664,814586,3068803,22,197,0.04703471413596563,0.1702704913562742,0.2654409553171057,0.014151102540982305,0.024203737922487534,1.8040082859938744
2022-02-24,2258795.0,570031,50481680,1266997.0,93793267,28210880,1149916,4481124,13,157,0.013508400341785727,0.0449116440181944,0.2566132961283821,0.033453007110698374,0.110798761079133,-0.680977876883859
2022-02-25,2486232.0,969645,55165679,1645188.0,89607366,23594058,989768,4926711,11,196,0.018359963844936586,0.0697289122540938,0.20089832750490133,0.027491495210273765,-0.04462901372227501,0.29849399801262355
2022-02-28,2917040.0,984299,56180142,1482615.0,85241218,24584258,1231111,3807744,25,133,0.017393170050667272,0.06030749433234878,0.3233176915254807,0.03440256523381518,-0.04872532465690371,-0.09881727802536855
2022-03-01,2500186.0,587922,55287118,1415008.0,85481140,28117654,1242777,3748736,18,160,0.016553452609546385,0.05032453987804246,0.331518943985386,0.03458787632952761,0.0028146242584192738,-0.04559983542591972
2022-03-02,2685548.0,948982,54100673,1588193.5,84981262,24212377,871033,4526318,18,115,0.018688749291579126,0.0655942826266087,0.19243742927474383,0.03209878738477061,-0.005847816255141192,0.12239188753703156
2022-03-03,2870910.0,624046,51534026,1761379.0,85290717,29633233,1212880,3699539,15,102,0.020651473711963284,0.0594393126122958,0.32784625327642175,0.04359962095722931,0.003641449805723118,0.1090455917367752
2022-03-04,2384681.0,906619,58704434,1205550.0,80518349,20233782,991262,4775378,20,83,0.014972363628568687,0.05958105113517582,0.20757770379643245,0.025178029993441382,-0.05595413156158602,-0.31556467971969693
2022-03-07,2149503.0,532097,53467366,1244883.0,99659206,26906117,800417,3245404,10,199,0.012491399941516693,0.04626765727659625,0.24663092792145447,0.03025033999243576,0.23772043562393463,0.03262660196590761
2022-03-08,2654811.0,971873,50327359,1638418.0,80797968,26112674,781816,3642249,13,116,0.02027796045563918,0.06274416783206499,0.2146519911186742,0.033439823456661015,-0.18925735771966712,0.3161220773357818
2022-03-09,2527035.0,642038,50317537,1460514.0,82655971,24809109,1377623,4351099,22,183,0.017669794236643836,0.05887007066638306,0.31661495176276155,0.03746202839777313,0.02299566494048455,-0.10858279144882443
2022-03-10,2648143.0,624862,56953757,1949491.0,95999496,23735466,975709,3017297,22,76,0.02030730453001545,0.08213409418631173,0.3233718788703929,0.03552497862432499,0.16143449576074786,0.33479788622361717
2022-03-11,2452366.0,730229,50550222,1671210.0,99651515,21583246,1375714,3788443,22,59,0.016770542826167772,0.0774308924616807,0.3631344064038973,0.03406784247159191,0.03804206430417101,-0.14274546535480281
2022-03-14,2065725.0,618834,54975026,1929616.0,87339838,20726331,874023,4557922,11,122,0.02209319417331642,0.09309973868505719,0.19175909548254666,0.026319059858198157,-0.12354731385669349,0.15462210015497746
2022-03-15,2129981.0,593848,57795134,1121789.0,93236949,21794291,1247936,4168810,18,145,0.012031592754070062,0.05147169045324759,0.29935065402357025,0.026578933098416208,0.06751914286811478,-0.41864650790623625
2022-03-16,2541629.0,552921,52573619,1411284.5,96520181,26353385,1143945,3568302,17,97,0.014621652025289924,0.05355230457112056,0.32058525315402114,0.03782710868734374,0.03521385068059235,0.2580659107907102
2022-03-17,2953277.0,680798,52453752,1700780.0,94467188,24952075,741971,4816030,16,119,0.018003923224643885,0.06816186629769268,0.15406278615374075,0.04332347855688188,-0.021270090655963414,0.20512908630400184
2022-03-18,2905778.0,626141,59752741,1563178.0,98581889,23898606,718658,3929242,13,149,0.015856644824486982,0.06540875229291616,0.18289990792117156,0.038151170337106376,0.04355693322849841,-0.08090523171721209
2022-03-21,2591723.0,681372,57265760,1066017.0,82938199,22878117,721253,4929341,27,108,0.012853148643847451,0.04659548685759409,0.14631834153896028,0.033359393117283344,-0.15868726151108747,-0.3180450338988906
2022-03-22,2319030.0,784821,51353038,1178376.0,95286855,24481617,1157382,4227146,12,51,0.012366616570564743,0.048133095130113344,0.2737974983594132,0.029875720303051984,0.14888984989895904,0.1054007581492602
2022-03-23,2328947.0,555609,58639483,1688281.0,88998604,27374626,879635,3783152,15,114,0.01896974698614374,0.06167320788236522,0.23251378744496654,0.030241364849686685,-0.06599284864633215,0.43271841924818566
2022-03-24,2555839.0,2183691,54657693,2998274.0,84909776,25287913,857462,3797552,21,132,0.03531129324849473,0.11856549807016499,0.22579335319174038,0.0068087030310628,-0.04594260826832741,0.7759330348443181
2022-03-25,2902648.0,949877,54264694,1656884.0,96355399,23733149,1050808,4558309,21,59,0.017195549156513792,0.06981307031780738,0.2305258375419481,0.035986031728106674,0.13479747019942678,-0.44738739688233964
2022-03-28,2273538.0,531024,50707689,1624712.0,95724308,25316741,1406938,4974847,17,102,0.016972825752890268,0.06417540077532097,0.2828103055229638,0.03436390090662582,-0.006549617422060616,-0.01941717102706042
2022-03-29,2331236.0,570313,51296516,1801480.0,89167121,22804802,910097,4333572,10,128,0.020203411075703566,0.07899564311060452,0.2100108178657237,0.0343283157865926,-0.06850075113627352,0.1087995903273935
2022-03-30,2448565.0,889957,59945225,1747372.0,83303389,24157263,1328138,4389959,13,108,0.020976001348516564,0.07233319436891505,0.30253995538454914,0.026000536322951493,-0.06576114529928578,-0.030035304305348953
2022-03-31,2565894.0,684078,53463351,1693264.0,88025407,24488198,1362212,4442721,20,199,0.019236082600560995,0.06914612500274622,0.30661659825138693,0.03519824262418568,0.056684584585148245,-0.03096535826372404
2022-04-01,2489492.0,857429,59653648,1841344.0,94501229,29515406,1220498,4781423,12,97,0.019484868286739423,0.06238586045538388,0.2552583195421112,0.027358980627639067,0.07356764621377998,0.08745239962581142
2022-04-04,2256840.0,908554,51854971,1558296.0,93476005,22733460,926058,3511603,22,198,0.016670545558723868,0.06854636293815372,0.26371375124124224,0.026001094475590392,-0.010848790125258634,-0.15371815369643038
2022-04-05,2473254.0,961243,59038807,1393276.0,91167263,27084609,1357911,3615863,26,172,0.01528263495197832,0.05144161394391922,0.37554271276317713,0.025610459913256715,-0.024698766276971318,-0.10589772418077181
2022-04-06,2349457.0,985988,51849396,1730026.0,83151882,26216538,1285289,4043659,19,71,0.02080561447785391,0.06598987249956496,0.3178529643572814,0.026296719059176698,-0.08791950900182233,0.2416965482790201
2022-04-07,2665987.0,613632,52691276,1607847.0,83210016,24115362,880231,3507365,21,149,0.019322757971828777,0.06667314386572343,0.25096646627881614,0.03895056555472295,0.000699130297495909,-0.070622638041278
2022-04-08,2270936.0,973351,59017469,1055337.0,86737320,21252557,822775,4667904,24,147,0.012167046433991736,0.04965694245638301,0.17626219390972908,0.021986456247386685,0.042390377619925035,-0.34363344273429
2022-04-11,2248971.0,912724,52526954,1045009.3333333334,82389383,21490687,1257531,4197086,19,74,0.0126837863724909,0.04862614830942042,0.29962002208198735,0.025439263049595453,-0.0501276382530611,-0.009786131507439455
2022-04-12,2227006.0,751451,56549546,1034681.6666666666,96941269,29311768,1377160,4228163,23,77,0.010673283704040089,0.035299189959018054,0.3257111894692802,0.026093136096972377,0.17662331565221212,-0.00988284634140435
2022-04-13,2205041.0,503051,58007407,1024354.0,94464087,24057025,1019972,4578608,22,162,0.010843845873405837,0.04258024423219413,0.22276901625996373,0.029340908136093722,-0.02555343070658589,-0.009981491892031125
2022-04-14,2698361.0,679819,57385034,1045186.0,85282379,25272864,961716,4787756,14,94,0.012255591509706829,0.041356056836296826,0.20086988559985094,0.03517540827805382,-0.09719786949298526,0.020336719532505265
2022-04-15,2731912.0,876836,57063410,1552433.0,89825144,23788963,1100455,4484209,15,117,0.017282833412435163,0.06525854027348733,0.2454067149858537,0.03250902811451331,0.053267334392723686,0.4853174458900138
2022-04-18,2417113.0,980358,59050222,1427236.0,82542637,23874910,968854,4022788,11,56,0.01729089415934216,0.059779743672332165,0.24084142639383432,0.024331068560588986,-0.08107425911835997,-0.08064567037675696
2022-04-19,2068148.0,587235,58001482,1610411.0,88033951,23368045,1114600,4973149,26,98,0.018293067409867813,0.0689150932395072,0.2241235884949355,0.02553233036355864,0.06652699985826716,0.12834247454520487
2022-04-20,2777089.0,947237,59055605,1499883.0,91779534,25185773,871918,3828791,13,186,0.01634223812903648,0.05955278799662016,0.22772671582230528,0.03098523840370444,0.04254702824822654,-0.0686334109739688
2022-04-21,2648531.0,697484,51072647,1730546.0,84158549,24832691,919055,4723735,23,132,0.020562925817554197,0.06968821864694406,0.19456108354935236,0.038201407497050234,-0.08303577788921879,0.15378732874497536
2022-04-22,2658635.0,689407,51631107,1691436.3333333333,89734816,20968616,1000135,3360890,19,178,0.01884927621998281,0.08066513943186968,0.29758040280997,0.03814034047342816,0.0662590677507997,-0.022599611143920284
2022-04-25,2668739.0,949395,59417063,1652326.6666666667,90167207,24217733,1434417,3749122,12,187,0.018325139722545323,0.06822796612162942,0.3826007795958627,0.028936872897941793,0.004818542225572653,-0.023122163037371135
2022-04-26,2678843.0,925309,55106563,1613217.0,88411039,27914520,1100187,3645194,12,122,0.0182467825086865,0.05779132150579698,0.30181850403572485,0.03182078330669978,-0.019476792710236612,-0.02366945196470438
2022-04-27,2910790.0,962894,58234679,1285195.0,96052465,29639564,1122355,3201260,24,95,0.013380135533221349,0.04336079302651011,0.3505978895809775,0.033449072501970864,0.08643067750849531,-0.20333408338741776
2022-04-28,2572843.0,711810,56463768,1575762.0,89035616,21490036,908139,4793795,15,155,0.017698108586119064,0.07332523779857791,0.1894405163341361,0.03295977342496873,-0.07305225326596254,0.22608786993413443
2022-04-29,2256508.0,932950,59694402,1616036.0,88962049,22869729,780257,3777881,26,81,0.01816545390046041,0.07066266504513455,0.2065329744372573,0.022172229818132695,-0.0008262648511355719,0.025558428239797593
2022-05-02,2803591.0,703687,55606594,1125995.0,92851424,27585159,1177958,4811610,21,55,0.012126846864513353,0.040818869305774164,0.2448157685265431,0.037763578902171205,0.04371948537291437,-0.30323643780212817
2022-05-03,2896942.0,573523,51950367,1245690.0,88284960,27179156,706530,4580461,29,194,0.014109877831965942,0.04583254903132386,0.15424866623687006,0.04472382264402482,-0.049180333518632935,0.10630153775105566
2022-05-04,2106530.0,736175,51910705,1331770.0,98827165,29454531,973260,3833525,20,123,0.01347574829248618,0.045214435768812615,0.25388121898252913,0.02639831225563205,0.11941110920818221,0.06910226460836966
2022-05-05,2604365.0,594476,51601596,1793392.0,88388512,28944718,1290082,4479018,13,163,0.020289876584866594,0.06195921480388926,0.2880278668225937,0.038950132472646774,-0.10562534096773901,0.3466229153682694
2022-05-06,2822352.0,733841,53791481,1428988.0,98045516,29352771,910545,4251775,15,76,0.014574740980505421,0.04868324016155068,0.21415644054541927,0.03882605500302176,0.10925632507536731,-0.20319260931240912
2022-05-09,2460337.0,779163,55123122,1939024.0,81947763,27904428,1357258,3376794,10,103,0.023661707519703742,0.06948803967599694,0.40193686674401813,0.03049852655297717,-0.16418652944822076,0.35692112180088276
2022-05-10,2724839.0,845757,57757202,1180553.0,87654502,24202271,1228423,4533161,29,134,0.013468252891334662,0.04877860428882893,0.2709859632163958,0.03253415911664142,0.06963874047422136,-0.39116122337835946
2022-05-11,2805889.0,2168598,56348564,3121392.0,83882149,24042879,1071616,4781298,25,176,0.03721163605381641,0.12982604953425086,0.22412658654616383,0.011309800192956115,-0.0430366143657972,1.644008358794565
2022-05-12,2459773.0,586672,54150276,1880438.0,88439469,22322523,1178336,4730353,24,160,0.0212624297868636,0.08423949210400634,0.24910107131539655,0.034590793221441755,0.05433003391460556,-0.39756429182877384
2022-05-13,2208261.0,573847,55723601,1259568.0,95941617,29601869,1475158,3936197,26,64,0.013128484169700829,0.04255028626739751,0.3747673198267262,0.029330731874273524,0.08482805341131128,-0.3301730766980884
2022-05-16,2764469.0,844894,55354075,1319278.0,84845710,24746771,1313375,4521466,17,181,0.015549142083907366,0.05331111683217176,0.2904754785284242,0.034678115387168876,-0.11565269949536083,0.04740514208045932
2022-05-17,2341097.0,710706,55279548,1151563.0,89109609,28640145,1420391,3383100,21,142,0.012922994645841169,0.040208001740214654,0.41984895510035175,0.029493566047247708,0.05025473886658505,-0.1271263524442915
2022-05-18,2315139.0,528251,52382357,1656701.0,94689142,21756124,979215,3115598,19,172,0.017496208805018003,0.07614872024079289,0.3142943986997039,0.034112401624081176,0.06261426868116993,0.43865424644591733
2022-05-19,2171829.0,603481,57904069,1699983.0,92907824,20841531,720074,3250100,24,122,0.018297522499289186,0.08156708832954739,0.22155441371034737,0.02708528134698099,-0.018812273111525335,0.026125414302279104
2022-05-20,2271836.0,874710,52245131,1614615.0,95538122,20864645,1446084,3782877,18,196,0.016900217067277082,0.07738521312008903,0.38227095409129086,0.026741745560940406,0.028310834187656786,-0.050216972757962886
2022-05-23,2438974.0,525945,54246049,1393554.0,94391234,21428127,1292131,3708521,11,141,0.014763595526254059,0.06503386880243896,0.3484221877131072,0.03526577576184396,-0.012004506431474549,-0.13691251474809785
2022-05-24,2320628.5,2558988,58480473,1268440.0,81443717,25130076,739901,3776676,14,66,0.015574436515465029,0.05047497667734869,0.19591328459205926,-0.004075881875989614,-0.13716863792669565,-0.08978051801365428
2022-05-25,2202283.0,532217,55455770,1143326.0,84409352,28859690,973349,3133241,15,92,0.013545015722902363,0.039616711059612904,0.3106524522052405,0.0301152792576859,0.03641330613631011,-0.09863611995837407
2022-05-26,2196769.0,508308,51072200,1707220.0,95329502,24254849,1492338,4788028,16,170,0.017908621824123238,0.0703867502947555,0.3116811346967896,0.033060275453181964,0.12937132842815813,0.49320491268457123
2022-05-27,2561353.0,768093,52906158,1011344.0,89594271,27574587,1095807,4201700,10,90,0.011288043183028968,0.036676668992358795,0.26080086631601496,0.03389510914778578,-0.06016218358090242,-0.4076076896943569
2022-05-31,2223165.0,683062,51222869,1394966.0,88421928,26515350,1287275,4513641,16,88,0.015776245005650634,0.052609752464138695,0.28519658519585406,0.03006670711865046,-0.013085021920653861,0.3793190052049551
2022-06-01,2623587.0,2683098,53125354,3944520.0,96241927,28336900,1042829,4253499,29,162,0.04098546364309601,0.13920083001316305,0.2451696826542101,-0.0011201995943405855,0.08843958932901796,1.827681821635796
2022-06-02,2950110.0,720552,59818159,1592245.0,88752967,21615777,1072598,3008036,21,160,0.017940188974189447,0.0736612428967971,0.3565775143648547,0.03727226041844584,-0.07781390328977933,-0.5963399856002758
2022-06-03,2535822.0,600235,54782883,1105423.0,93526705,23512664,1067631,4604642,25,96,0.011819330104701112,0.04701394108298405,0.2318597189531781,0.035331966738588766,0.053786799037377486,-0.3057456610006626
2022-06-06,2487879.0,574740,56501632,1320197.0,81308507,20973181,1278688,3945238,25,112,0.01623688650438508,0.06294691301238473,0.32410921723860514,0.03385988921523541,-0.13063860209765754,0.1942912351199495
2022-06-07,2564685.0,878496,59302640,1464071.0,89331795,21491633,856222,4202821,20,159,0.016389136700992072,0.06812283645454024,0.2037255452944582,0.02843362454015538,0.09867710398371976,0.10897919022691305
2022-06-08,2782038.0,828761,53982588,1671256.0,95086909,29922462,731852,4734339,13,118,0.017576089259563586,0.05585289071467448,0.15458377610897742,0.0361834634530675,0.06442402730181351,0.14151294575194773
2022-06-09,2353531.0,725913,58083123,1186833.0,92382318,22061774,1213012,3983825,22,92,0.012846971430182126,0.05379590054725427,0.3044842582191738,0.028022219122067524,-0.028443358065199043,-0.2898556534725979
2022-06-10,2263160.0,779040,59956046,1717912.0,89986298,22790358,1077501,3202747,16,83,0.019090817582027877,0.07537889488177413,0.3364302581502691,0.024753466898067296,-0.025935915572068646,0.4474757611222473
2022-06-13,2579879.0,892942,56160686,1775435.0,80100734,23860562,1343340,4972424,13,89,0.022165027851055646,0.07440876706927524,0.27015797526518254,0.03003768508098352,-0.10985632501517062,0.03348425297686952
2022-06-14,2220884.0,677247,59306167,1077454.0,88546310,26976610,756481,3543088,24,110,0.012168254103417748,0.039940303840994104,0.21350895038452333,0.026028271225149318,0.10543693644555119,-0.3931323872741047
2022-06-15,2023247.0,638877,50635605,1257594.0,99628490,21765524,1487715,4336092,28,111,0.012622835094660173,0.0577791740736405,0.34310042314600336,0.027339853053992343,0.12515688118454626,0.16719043225975305
2022-06-16,2024300.0,505237,57479821,1511897.0,98003027,21250632,733691,4372236,18,107,0.01542704390140929,0.07114597815255565,0.16780681555158505,0.026427761492159134,-0.016315242758371595,0.2022139100536422
2022-06-17,2315693.0,520056,54583897,1710530.5,83081091,26210715,1094341,4855546,20,124,0.020588686058540084,0.06526073401660351,0.22537959685687253,0.03289682669597592,-0.15225995009317417,0.13138031228317804
2022-06-21,2607086.0,676615,59203739,1909164.0,96002437,28526086,898137,3850350,17,65,0.019886620169860897,0.06692695240419594,0.2332611321048736,0.032607247998306325,0.15552691767131455,0.11612391594303628
2022-06-22,2533556.0,687628,57413718,1516142.0,91091989,23243087,1250458,3932477,10,131,0.01664407613275411,0.06522980359708674,0.3179822793623459,0.03215134055592777,-0.05114920155620628,-0.20586078513946415
2022-06-23,2348951.0,1843644,50067661,3890878.0,98645886,20909711,1232726,4381875,17,143,0.039442881581498494,0.18607995108110295,0.28132386250178293,0.010092482650627517,0.0829260298619674,1.5663018371630097
2022-06-24,2274329.0,873632,56859991,1037641.0,92681730,23711584,1371514,3755600,22,97,0.011195744835578706,0.043760931365867416,0.36519171370753006,0.024634140374732032,-0.06046026085669709,-0.7333144344284246
2022-06-27,2508234.0,634415,57585153,1447207.5,87265406,26913283,1101220,4108076,13,187,0.016583977160434,0.05377298265692818,0.26806222669687707,0.03253996737666044,-0.05844003990862057,0.3947092491526454
2022-06-28,2742139.0,906716,55914988,1856774.0,92735272,21619715,1496184,3167647,17,131,0.0200223060757292,0.08588337080299162,0.47233293356235717,0.03282524177596175,0.06268080618338034,0.28300468315704563
2022-06-29,2432315.0,946438,56558221,1369040.0,84755469,22590310,755426,3236527,12,87,0.016152821949460276,0.060602975346509186,0.23340636429110587,0.0262716360898268,-0.08604927583541244,-0.2626781719261472
2022-06-30,2926075.0,529375,51307506,1667542.0,95053770,26314768,939968,3435477,18,176,0.017543144264556786,0.06336905573326734,0.27360625613270007,0.04671246347464248,0.1215060352034627,0.21803745690410792
2022-07-01,2516588.0,1922202,52901614,3224242.0,87974411,29349220,988963,4683523,11,68,0.036649770806649676,0.10985784290008388,0.21115792534807665,0.011235687440462591,-0.07447741420461285,0.933529710196205
2022-07-05,2236584.0,516964,52966422,1318420.0,94150540,28324454,1195384,3552004,11,112,0.014003318515220412,0.04654705788856513,0.33653790930415617,0.032466229265023794,0.07020369820947137,-0.5910914875496318
2022-07-06,2562332.0,613429,53708654,1281685.0,91666968,28815995,1221121,4445028,22,126,0.013981972219262232,0.044478248972489066,0.27471615476887884,0.03628657310980089,-0.02637873346238906,-0.027862896497322542
2022-07-07,2837646.0,752764,57315436,1880889.0,99739948,26726451,855289,4457640,24,180,0.018857930425229416,0.07037556164864538,0.19187036189553217,0.0363755760315598,0.08806858322182087,0.46751268837506865
2022-07-08,2978732.0,690710,50118033,1475526.0,81992825,28064220,961501,3002352,21,151,0.017995794144182738,0.05257676856866145,0.32024925791512787,0.045652669569055115,-0.17793395079772856,-0.21551670513251975
2022-07-11,2376896.0,966882,59018873,1044813.0,83832978,21544613,1219165,3133004,13,114,0.012463030956624254,0.04849532456210747,0.3891361134553291,0.023890900119356736,0.022442853993626777,-0.2919047173685858
2022-07-12,2048984.0,716139,55872354,1692558.0,86152941,21297638,919780,3862881,17,169,0.019645968905460814,0.07947162967085834,0.2381072572517766,0.023855178895809546,0.027673632207124932,0.6199626153196791
2022-07-13,2302918.0,567215,51215502,1664180.0,84115811,27134897,995138,4581420,18,140,0.019784389881231722,0.06132988085416355,0.21721169419088404,0.033890188169980254,-0.023645507354183026,-0.016766338287964144
2022-07-14,2264712.0,831186,59810404,1286214.0,88983212,27748670,1370396,3786261,14,57,0.014454569250658203,0.04635227562257939,0.3619391267532798,0.023967836766325804,0.05786547073771908,-0.22711846074342923
2022-07-15,2120151.0,644356,52319049,1987272.0,90438535,22430525,1432635,4397556,29,122,0.02197373055633862,0.08859676712872303,0.3257798195179322,0.028207603697077904,0.016355028856454457,0.5450554884334955
2022-07-18,2455808.0,703861,56292518,1928626.0,99951324,27439103,797756,3660858,27,183,0.019295652351738732,0.07028750174522834,0.21791503521851982,0.03112219993427901,0.10518512932567958,-0.029510806774311726
2022-07-19,2985067.0,977880,57587768,1342703.0,82731638,22456070,1142632,3731478,20,156,0.016229619435312037,0.05979243028722301,0.3062143204381749,0.03485439824651652,-0.17228071936295708,-0.3038033294169009
